web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country,Latitud,Longitud
1689263790-759,https://propiedades.com/guadalajara/casas-venta?pagina=119,2495000,10,2,393,GUILLERMO BACA #4074,44967,Patria,Guadalajara,Jalisco,México,20.6224749,-103.3824913
1689263790-760,https://propiedades.com/guadalajara/casas-venta?pagina=119,2540000,3,3,304,MONTES HIMALAYAS #1453,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México,,
1689263790-761,https://propiedades.com/guadalajara/casas-venta?pagina=119,7700000,7,3,352,Herrera y Cairo #1780,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6835008,-103.3768634
1689263790-762,https://propiedades.com/guadalajara/casas-venta?pagina=119,4990000,2,2,133,Lopez Cotilla #2128,44130,Arcos Vallarta,Guadalajara,Jalisco,México,20.673451,-103.3846538
1689263790-763,https://propiedades.com/guadalajara/casas-venta?pagina=119,3300000,4,2,150,JESUS GONZALEZ ORTEGA #530,44270,Colinas de La Normal,Guadalajara,Jalisco,México,20.6849472,-103.3527789
1689263790-764,https://propiedades.com/guadalajara/casas-venta?pagina=119,3600000,6,5,298,mandarina #1649,44950,Jardines Del Sur,Guadalajara,Jalisco,México,20.6478019,-103.3856544
1689263790-765,https://propiedades.com/guadalajara/casas-venta?pagina=119,13500000,10,10,641,JUSTO SIERRA #2085,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6777396,-103.3728651
1689263790-766,https://propiedades.com/guadalajara/casas-venta?pagina=119,1900000,2,2,117,Francisco Tejeda #1725,44220,Guadalupana Sur,Guadalajara,Jalisco,México,20.7028264,-103.3528624
1689263790-767,https://propiedades.com/guadalajara/casas-venta?pagina=119,3000000,5,3,229,MARIANO BARCENAS #159,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6789243,-103.3550992
1689263790-768,https://propiedades.com/guadalajara/casas-venta?pagina=119,5400000,4,3,245,Cordobanes #2074,44210,Jardines del Country,Guadalajara,Jalisco,México,20.7071948,-103.3671553
1689263799-769,https://propiedades.com/guadalajara/casas-venta?pagina=118,2900000,7,4,375,Santa Casilda #2211,44719,Talpita Oriente,Guadalajara,Jalisco,México,20.6842538,-103.3039132
1689263799-770,https://propiedades.com/guadalajara/casas-venta?pagina=118,9500000,4,3,250,cremona #1084,44647,Lomas de Providencia,Guadalajara,Jalisco,México,20.6929498,-103.389609
1689263799-771,https://propiedades.com/guadalajara/casas-venta?pagina=118,38000000,5,6,1000,diagonal golfo de cortes #3020,44690,Vallarta Norte,Guadalajara,Jalisco,México,20.6776933,-103.3944779
1689263799-772,https://propiedades.com/guadalajara/casas-venta?pagina=118,31250000,3,3,600,juan ruiz de alarcon #180,44160,Americana,Guadalajara,Jalisco,México,20.6713511,-103.3789487
1689263799-773,https://propiedades.com/guadalajara/casas-venta?pagina=118,7900000,4,3,261,jose maria heredia #3000,44670,Prados de Providencia,Guadalajara,Jalisco,México,20.6884183,-103.3926564
1689263799-774,https://propiedades.com/guadalajara/casas-venta?pagina=118,6575165,1,1,100,Mar Ross #1478,44610,Country Club,Guadalajara,Jalisco,México,20.7033175,-103.3698953
1689263799-775,https://propiedades.com/guadalajara/casas-venta?pagina=118,6850000,3,3,134,Av. Niños Heroes #2085,44190,Moderna,Guadalajara,Jalisco,México,20.6664645,-103.373736
1689263799-776,https://propiedades.com/guadalajara/casas-venta?pagina=118,11500000,5,3,427,Atmosfera #1662,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6642298,-103.3886243
1689263799-777,https://propiedades.com/guadalajara/casas-venta?pagina=118,20000000,7,4,354,Manuel M. Dieguez #975,44620,Ayuntamiento,Guadalajara,Jalisco,México,20.6921524,-103.3731464
1689263799-778,https://propiedades.com/guadalajara/casas-venta?pagina=118,2900000,7,4,375,Santa Casilda #2211,44719,Talpita Oriente,Guadalajara,Jalisco,México,20.6842538,-103.3039132
1689263799-779,https://propiedades.com/guadalajara/casas-venta?pagina=118,11000000,3,4,380,ONTARIO #1790,44620,Chapultepec Country,Guadalajara,Jalisco,México,20.7051902,-103.3843869
1689263799-780,https://propiedades.com/guadalajara/casas-venta?pagina=118,3190000,3,3,140,Gigantes #4257,44820,Tetlán,Guadalajara,Jalisco,México,20.6593027,-103.2759771
1689263799-781,https://propiedades.com/guadalajara/casas-venta?pagina=118,6750000,5,4,461,Islote #2978,44540,Bosques de La Victoria,Guadalajara,Jalisco,México,20.6421672,-103.3943615
1689263799-782,https://propiedades.com/guadalajara/casas-venta?pagina=118,328182,3,2,100,Clemente Villa Señor #4400,44390,Balcones de La Joya,Guadalajara,Jalisco,México,20.7235829,-103.2946446
1689263799-783,https://propiedades.com/guadalajara/casas-venta?pagina=118,3100000,5,3,223,Esteban Alatorre #41,44360,La Perla,Guadalajara,Jalisco,México,20.6812821,-103.3402959
1689263799-784,https://propiedades.com/guadalajara/casas-venta?pagina=118,2500000,4,2,230,Calle Jose Marquez #4395,44980,El Carmen,Guadalajara,Jalisco,México,20.6191004,-103.3879692
1689263799-785,https://propiedades.com/guadalajara/casas-venta?pagina=118,13950000,4,2,505,AUTLAN #28,44110,Vallarta Poniente,Guadalajara,Jalisco,México,20.6732883,-103.394377
1689263799-786,https://propiedades.com/guadalajara/casas-venta?pagina=118,3505000,3,2,350,PENINSULA #2698,44540,Bosques de La Victoria,Guadalajara,Jalisco,México,20.6461609,-103.3952375
1689263799-787,https://propiedades.com/guadalajara/casas-venta?pagina=118,3350000,4,3,231,Ascencio Correa #3458,44726,San José Río Verde 1a. Sección,Guadalajara,Jalisco,México,20.6941953,-103.2865571
1689263799-788,https://propiedades.com/guadalajara/casas-venta?pagina=118,5990000,6,3,296,Calle Mazamitla #2992,44110,Vallarta Poniente,Guadalajara,Jalisco,México,20.6734178,-103.3927265
1689263799-789,https://propiedades.com/guadalajara/casas-venta?pagina=118,7750000,4,4,355,SAN FRANCISCO JAVIER #439,44500,Vallarta Sur,Guadalajara,Jalisco,México,20.6708849,-103.3963137
1689263799-790,https://propiedades.com/guadalajara/casas-venta?pagina=118,7350000,7,6,395,JOSE BONIFACIO ANDRADA 2979 #2979,44670,Prados de Providencia,Guadalajara,Jalisco,México,20.686602,-103.3921486
1689263799-791,https://propiedades.com/guadalajara/casas-venta?pagina=118,18440000,3,4,145,Mar rojo #2128,44610,Country Club,Guadalajara,Jalisco,México,20.7004996,-103.3732396
1689263799-792,https://propiedades.com/guadalajara/casas-venta?pagina=118,9000000,4,3,320,NEBULOSA #3033,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6651629,-103.3936787
1689263807-793,https://propiedades.com/guadalajara/casas-venta?pagina=117,5328128,1,1,79,Manuel acuña #3144,44670,Monraz,Guadalajara,Jalisco,México,20.6848872,-103.3968215
1689263807-794,https://propiedades.com/guadalajara/casas-venta?pagina=117,13500000,4,4,430,Calle Av Historiadores s/n. #547,44810,San Rafael,Guadalajara,Jalisco,México,20.6464602,-103.2837933
1689263807-795,https://propiedades.com/guadalajara/casas-venta?pagina=117,6850000,4,2,300,SALTO DEL AGUA #2284,44210,Jardines del Country,Guadalajara,Jalisco,México,20.7098128,-103.3697199
1689263807-796,https://propiedades.com/guadalajara/casas-venta?pagina=117,1680000,5,2,410,Hacienda de la vega #1786,44716,Circunvalación Oblatos,Guadalajara,Jalisco,México,20.6986722,-103.2973632
1689263807-797,https://propiedades.com/guadalajara/casas-venta?pagina=117,8650000,3,2,209,Fray Luis de palacios #275,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6740089,-103.4516076
1689263807-798,https://propiedades.com/guadalajara/casas-venta?pagina=117,6850000,3,2,384,Pizarra #2961,44560,Fraccionamiento Residencial Victoria,Guadalajara,Jalisco,México,20.6425797,-103.4007259
1689263807-799,https://propiedades.com/guadalajara/casas-venta?pagina=117,7990000,6,1,463,Ingeniero Lucio Gutierrez #33,44130,Arcos Vallarta,Guadalajara,Jalisco,México,20.6703583,-103.3879752
1689263807-800,https://propiedades.com/guadalajara/casas-venta?pagina=117,7450000,6,6,365,MARCELINO DAVALOS #504,44298,Jardines Alcalde,Guadalajara,Jalisco,México,20.7091628,-103.3390806
1689263807-801,https://propiedades.com/guadalajara/casas-venta?pagina=117,10200000,11,3,415,López Cotilla #802,44160,Americana,Guadalajara,Jalisco,México,20.6741908,-103.3596111
1689263807-802,https://propiedades.com/guadalajara/casas-venta?pagina=117,38000000,5,6,1000,diagonal golfo de cortes #3020,44690,Vallarta Norte,Guadalajara,Jalisco,México,20.6776933,-103.3944779
1689263807-803,https://propiedades.com/guadalajara/casas-venta?pagina=117,3200000,6,2,280,Av República #521,44360,La Perla,Guadalajara,Jalisco,México,20.6778835,-103.3336032
1689263807-804,https://propiedades.com/guadalajara/casas-venta?pagina=117,5400000,4,2,262,Progreso #519,44160,Americana,Guadalajara,Jalisco,México,20.6681207,-103.37179
1689263807-805,https://propiedades.com/guadalajara/casas-venta?pagina=117,31250000,3,3,600,juan ruiz de alarcon #180,44160,Americana,Guadalajara,Jalisco,México,20.6713511,-103.3789487
1689263807-806,https://propiedades.com/guadalajara/casas-venta?pagina=117,6575165,1,1,100,Mar Ross #1478,44610,Country Club,Guadalajara,Jalisco,México,20.7033175,-103.3698953
1689263807-807,https://propiedades.com/guadalajara/casas-venta?pagina=117,2990000,5,2,252,Hacienda de Guadalupe #1601,44700,Guadalajara Oriente,Guadalajara,Jalisco,México,20.6987613,-103.2999765
1689263807-808,https://propiedades.com/guadalajara/casas-venta?pagina=117,8900000,4,3,339,ALCAMO #2988,44670,Prados de Providencia,Guadalajara,Jalisco,México,20.6904239,-103.3922806
1689263807-809,https://propiedades.com/guadalajara/casas-venta?pagina=117,25000000,5,6,503,Mariano Jiménez #648,44360,La Perla,Guadalajara,Jalisco,México,20.6819961,-103.3370593
1689263807-810,https://propiedades.com/guadalajara/casas-venta?pagina=117,12700000,3,4,398,GANADEROS #5052,44740,Jardines de Guadalupe,Guadalajara,Jalisco,México,20.6654464,-103.4278603
1689263807-811,https://propiedades.com/guadalajara/casas-venta?pagina=117,9200000,4,5,317,Monte Olimpo #1185,44290,Independencia,Guadalajara,Jalisco,México,20.6912265,-103.3317012
